pvalue	chromosome	start	end	Number of nearby TSS	closest tx id	closest tx name	closest tx biotype	distance to tss
0.9219570933622308	6	27082806	27083055	17	ensorlt00000018182	ckap5-201	protein_coding	-27762
0.922573062258198	24	308205	308484	23	ensorlt00000041924	susd6-201	protein_coding	781
0.9226744037690344	22	24469885	24470310	15	ensorlt00000022651	gabrb1-201	protein_coding	0
0.9228464889574958	5	2717662	2717949	15	ensorlt00000000866	srgap3-205	protein_coding	-25576
0.9228475530550015	21	16415614	16415822	16	ensorlt00000018689	plcd4b-201	protein_coding	-843
0.923203426442688	5	11883539	11883743	12	ensorlt00000039936	tox2-209	protein_coding	8246
0.9232407312281972	8	6663799	6664011	21	ensorlt00000043794	ramp2-202	protein_coding	-766
0.9239534059290538	17	7377954	7378231	12	ensorlt00000007268		protein_coding	8458
0.9239534059290538	20	20829609	20829837	9	ensorlt00000037109	ankha-201	protein_coding	10929
0.9239534059290538	15	8856068	8856276	5	ensorlt00000025104	b3gat2-201	protein_coding	-24374
0.924239043326692	11	4154850	4155094	3	ensorlt00000029948		protein_coding	-61556
0.924239043326692	22	11753044	11753361	20	ensorlt00000032201	bahd1-202	protein_coding	11097
0.924479595396784	21	4206503	4206843	15	ensorlt00000011656	si:ch1073-440b2.1-202	protein_coding	7001
0.9245430763322748	16	17382032	17382273	6	ensorlt00000046151	ensorle00000273120	protein_coding	6751
0.9246282241332876	6	30367100	30367300	6	ensorlt00000020201	tbxas1-201	protein_coding	5240
0.9246891500984404	19	19998174	19998565	6	ensorlt00000016166	crhr1-201	protein_coding	-55154
0.9248780516828498	22	21256370	21256688	23	ensorlt00000022407	zfyve21-202	protein_coding	-7533
0.92498161718148	8	10777655	10777858	4	ensorlt00000010004	sstr2b-201	protein_coding	68568
0.92498161718148	14	3801958	3802293	16	ensorlt00000001136	sar1b-202	protein_coding	-16509
0.9251810361401102	5	10600493	10600693	14	ensorlt00000006687	kif5a-202	protein_coding	24755
0.9253362679124624	16	16693920	16694149	19	ensorlt00000010187	si:ch211-257p13.3-201	protein_coding	-3044
0.9262916803653144	3	9775019	9775242	16	ensorlt00000001417	bbox1-201	protein_coding	-17365
0.9265437394101576	8	5979796	5980195	17	ensorlt00000004630	acly-201	protein_coding	-1965
0.9266359239557568	15	5392528	5392824	2	ensorlt00000041301	cdh11-201	protein_coding	25428
0.9266359239557568	12	3267268	3267569	9	ensorlt00000002674	cert1b-203	protein_coding	8810
0.9266359239557568	15	7200482	7200844	3	ensorlt00000001897		protein_coding	80790
0.926640407506646	13	9776860	9777126	14	ensorlt00000042729	rrp8-202	protein_coding	-29367
0.9267154166602359	16	19102128	19102508	16	ensorlt00000013296	setdb1b-201	protein_coding	4088
0.927196753762317	15	23633356	23633556	24	ensorlt00000027226		protein_coding	-1514
0.9279473877045706	10	11245860	11246119	16	ensorlt00000002318	stard14-201	protein_coding	3859
0.9279473877045706	20	22644434	22644636	3	ensorlt00000036105		protein_coding	28823
0.9279473877045706	13	25373851	25374238	17	ensorlt00000016312	tnfrsf19-201	protein_coding	11852
0.9279473877045706	7	31714853	31715074	6	ensorlt00000036383	ensorle00000228407	protein_coding	-24552
0.9279473877045706	18	15087166	15087431	11	ensorlt00000032381		protein_coding	-13836
0.9279473877045706	6	8716204	8716410	8	ensorlt00000040503		protein_coding	-23450
0.9281087605206536	17	30549496	30549719	16	ensorlt00000022593	ranbp3b-201	protein_coding	-6220
0.928121678008792	11	14565065	14565529	9	ensorlt00000007352	mfsd2ab-201	protein_coding	-7230
0.9281922775313626	17	30413229	30413566	20	ensorlt00000022554	calr3b-202	protein_coding	-3493
0.9285652404383916	3	25773798	25774127	15	ensorlt00000014828		protein_coding	2399
0.9288225709712876	21	30416526	30416905	8	ensorlt00000039060	ensorle00000303619	protein_coding	23465
0.9288225709712876	15	2131978	2132297	4	ensorlt00000041137	nkx6.2-201	protein_coding	29678
0.92916790569096	21	12709643	12709961	4	ensorlt00000017335	pde1a-201	protein_coding	-20972
0.92916790569096	11	23678447	23678679	10	ensorlt00000041133	mylipa-201	protein_coding	-4107
0.92916790569096	15	11452180	11452552	2	ensorlt00000038174		protein_coding	-89296
0.9294393040169504	9	17432352	17432677	26	ensorlt00000014555	gins4-201	protein_coding	1649
0.9294393040169504	3	4307577	4307810	11	ensorlt00000041234		protein_coding	5360
0.929595027465422	15	5248801	5249063	12	ensorlt00000001706	chrna1-202	protein_coding	11957
0.9298121212585362	17	27416320	27416641	10	ensorlt00000021870	pcmtd1-201	protein_coding	-12112
0.9298121212585362	6	31736465	31737139	13	ensorlt00000031899	mrpl23-201	protein_coding	47934
0.9298611332355694	13	31800844	31801054	5	ensorlt00000031964	pik3cb-201	protein_coding	2361
0.930268302421442	2	24736848	24737070	20	ensorlt00000043888		protein_coding	-13586
0.9306121866007748	4	29897010	29897222	16	ensorlt00000021025	odf3l2b-202	protein_coding	6703
0.9306121866007748	22	9363389	9363671	13	ensorlt00000018055	rps6ka1-201	protein_coding	11574
0.9306680816154124	22	18587809	18588111	7	ensorlt00000022091		protein_coding	-32577
0.9309477995232782	8	23023538	23023836	8	ensorlt00000020808	traf7-202	protein_coding	-14124
0.9311798365846774	21	1533080	1533350	15	ensorlt00000041620		protein_coding	-13187
0.9312368933819484	23	22725998	22726326	3	ensorlt00000033294	trhde.2-201	protein_coding	23397
0.931758323142204	23	5077810	5078014	2	ensorlt00000013119	si:ch211-262n1.4-201	protein_coding	11576
0.9318255793339756	13	22133190	22133445	1	ensorlt00000026083	ola-mir-139-201	mirna	63983
0.9318944482925046	22	15622303	15622534	12	ensorlt00000028829	dlgap2a-203	protein_coding	7194
0.9323206637752364	3	604975	605358	24	ensorlt00000022997	tipin-201	protein_coding	435
0.9323206637752364	3	4500104	4500415	17	ensorlt00000029128		protein_coding	6279
0.9323206637752364	3	34421503	34421877	12	ensorlt00000041910		protein_coding	1631
0.9323206637752364	4	23386609	23386814	3	ensorlt00000040095	gorab-201	protein_coding	-14988
0.9323234089030294	18	29495790	29495995	11	ensorlt00000015111	trmt10a-201	protein_coding	-7870
0.932523009147167	3	10687933	10688167	8	ensorlt00000001947	snx1b-201	protein_coding	-10879
0.9329303233656546	21	21954035	21954282	20	ensorlt00000039935	dync1i2a-202	protein_coding	-11483
0.9330593490932196	7	10232596	10232809	8	ensorlt00000037508	samd11-201	protein_coding	31776
0.9330593490932196	10	20403709	20403918	16	ensorlt00000009159	ensorle00000082011	protein_coding	-6448
0.9345598708889484	2	18176032	18176305	5	ensorlt00000028074		protein_coding	58670
0.9357521182698212	11	1100803	1101141	5	ensorlt00000000602	dpm3-201	protein_coding	9016
0.9358428905876992	2	23443027	23443234	0				
0.9358447979078912	13	26576075	26576333	15	ensorlt00000016939	ets1-204	protein_coding	6514
0.9360252596025668	4	30217152	30217460	2	ensorlt00000036750	tle2b-201	protein_coding	-19676
0.9360491895835084	14	24823671	24823980	13	ensorlt00000017859	ppm1e-201	protein_coding	-41344
0.9361780307917346	16	9358611	9358819	8	ensorlt00000036560	ensorle00000248863	protein_coding	10295
0.9361796013640592	15	19791391	19791687	4	ensorlt00000007576	sorcs3b-202	protein_coding	-7499
0.9364705299803072	21	16654535	16654777	28	ensorlt00000019124	slc40a1-201	protein_coding	10137
0.9366873641864158	9	536199	536405	22	ensorlt00000039378	unc13ba-202	protein_coding	6894
0.936995846286508	23	5138998	5139447	4	ensorlt00000013119	si:ch211-262n1.4-201	protein_coding	-49408
0.9380490728278632	23	5881131	5881360	3	ensorlt00000042846	ensorle00000304075	protein_coding	-41216
0.9381741170109846	19	18007888	18008155	3	ensorlt00000037032	sost-201	protein_coding	-91519
0.9382885878682651	24	6317070	6317355	19	ensorlt00000015316	nek2-201	protein_coding	15834
0.9385679103732968	21	20107204	20107506	15	ensorlt00000020635	ehhadh-201	protein_coding	-17946
0.9388004060801032	23	11792758	11792983	8	ensorlt00000016059	gys2-201	protein_coding	-7848
0.9388554930781472	10	27490537	27490982	11	ensorlt00000041623	nkx1.2lb-201	protein_coding	-47365
0.9401930740608224	19	20001839	20002063	6	ensorlt00000016166	crhr1-201	protein_coding	-58819
0.94062279161281	7	26354935	26355197	10	ensorlt00000020891		protein_coding	4526
0.94093278405942	14	17266334	17266711	14	ensorlt00000045223		protein_coding	1890
0.9413135171423064	11	2806898	2807244	1	ensorlt00000035780		protein_coding	-78359
0.941398694788674	6	11618057	11618394	7	ensorlt00000035260		protein_coding	35467
0.9417134492375676	17	26852163	26852398	12	ensorlt00000046740	si:ch1073-186i23.1-205	protein_coding	21715
0.9426480577534324	6	26719356	26719603	15	ensorlt00000031324		protein_coding	-24244
0.9430653895339404	9	31026145	31026433	15	ensorlt00000044976		protein_coding	-3023
0.9436052916411659	7	3585229	3585780	10	ensorlt00000001845	krt18a.2-201	protein_coding	3139
0.9437850858236416	23	4777505	4777729	14	ensorlt00000046225	tfec-201	protein_coding	806
0.9438164060649876	12	128305	128822	15	ensorlt00000023410	fktn-201	protein_coding	-12660
0.9438164060649876	11	19205681	19206030	28	ensorlt00000011150	mbpa-204	protein_coding	0
0.9438164060649876	8	9665761	9665998	23	ensorlt00000034769	arl16-203	protein_coding	582
0.9438164060649876	16	31074456	31075126	5	ensorlt00000020878	dgkb-202	protein_coding	21351
0.9441251985406974	8	651540	651967	14	ensorlt00000033464	nupr1b-201	protein_coding	1576
0.944154154289896	3	10021009	10021225	10	ensorlt00000001610		protein_coding	45721
0.9442003165423356	9	2908540	2908825	5	ensorlt00000001034	scarf2-201	protein_coding	-16925
0.944587484560174	13	20371974	20372318	12	ensorlt00000012679		protein_coding	-499
0.9452856794882986	10	14703843	14704132	8	ensorlt00000005174	diaph1-202	protein_coding	-28465
0.9453664860639259	10	30678634	30678995	8	ensorlt00000043362		protein_coding	-136
0.945379682606076	21	1794653	1794897	6	ensorlt00000010483	trim45-202	protein_coding	11765
0.9456401554401136	7	5101364	5101731	13	ensorlt00000002900	plagl2-202	protein_coding	11418
0.9456402366641428	15	29306967	29307211	4	ensorlt00000041670	ensorle00000320152	protein_coding	-28554
0.9456735595749346	18	14228376	14230195	8	ensorlt00000007614	adra2c-201	protein_coding	-3664
0.9456735595749346	17	27412239	27412463	10	ensorlt00000021870	pcmtd1-201	protein_coding	-8031
0.9458788552693188	14	19685452	19685664	14	ensorlt00000013363	slc8a4a-202	protein_coding	14039
0.9458788552693188	7	31880423	31880655	12	ensorlt00000023266	slc6a8-202	protein_coding	-21196
0.9460221140492596	7	3806141	3806354	11	ensorlt00000002035	gss-202	protein_coding	-6452
0.9463405101138468	21	20214545	20214750	19	ensorlt00000020820		protein_coding	-8081
0.9463405101138468	15	2211342	2211572	3	ensorlt00000000683	valop-202	protein_coding	-2811
0.9465342350027858	11	14172508	14172811	9	ensorlt00000029847		protein_coding	-10305
0.9469451636567204	3	2612467	2612803	17	ensorlt00000044958	rassf7b-202	protein_coding	882
0.9469819670981412	4	1210806	1211012	17	ensorlt00000000315	slc10a4-201	protein_coding	3775
0.9473830572944228	19	23154466	23154899	9	ensorlt00000018195	cyp26a1-201	protein_coding	6149
0.947709339340696	13	25366341	25366560	17	ensorlt00000016312	tnfrsf19-201	protein_coding	19530
0.9481028211002512	11	14788903	14789141	14	ensorlt00000026783	shisa7b-202	protein_coding	3545
0.948131093239204	11	10521314	10521637	8	ensorlt00000005683	dync1i1-203	protein_coding	-24522
0.9483151075732704	23	1752445	1752688	19	ensorlt00000011214		protein_coding	8542
0.9483151075732704	9	13773331	13773622	20	ensorlt00000027652	setbp1-201	protein_coding	376
0.9484562617376778	4	26858704	26859094	17	ensorlt00000045652	scamp4-201	protein_coding	-3905
0.9484705213901878	19	14425401	14426002	3	ensorlt00000030075		protein_coding	81008
0.9485183683727852	6	13704383	13704728	21	ensorlt00000027587	elk3-202	protein_coding	6788
0.9485183683727852	10	27347248	27347512	17	ensorlt00000032608		protein_coding	13665
0.9485183683727852	5	8062278	8062507	18	ensorlt00000004612	hyal1-201	protein_coding	11514
0.9490501379929136	19	11745483	11745790	14	ensorlt00000036634	ctbp2a-201	protein_coding	-14246
0.9496083471607464	6	30101865	30102227	5	ensorlt00000020094	ttc38-201	protein_coding	4139
0.94961054227918	6	15327232	15327496	29	ensorlt00000006769	prtgb-201	protein_coding	-4639
0.9498845845024722	19	6818728	6819064	16	ensorlt00000031195	muc13b-201	protein_coding	5029
0.9503454895897012	12	16248185	16248515	12	ensorlt00000013512		protein_coding	10905
0.9503454895897012	3	1018242	1018530	10	ensorlt00000024479	otog-201	protein_coding	-7449
0.9503454895897012	19	8114563	8114814	29	ensorlt00000008417	irf3-202	protein_coding	4616
0.9504075284504216	3	35764585	35764830	2	ensorlt00000045772	tshz3b-201	protein_coding	-10517
0.9504108186126708	2	24403510	24404016	18	ensorlt00000023422		protein_coding	-2267
0.9506689845434604	2	2812300	2812519	1	ensorlt00000000120	zeb2b-201	protein_coding	38998
0.9506689845434604	5	30320775	30320999	3	ensorlt00000035326		protein_coding	12612
0.9508304879529677	20	7841985	7842207	2	ensorlt00000005643	bambia-201	protein_coding	42909
0.9511244108258988	11	25454872	25455073	15	ensorlt00000036142	gstr-202	protein_coding	-14303
0.9511244108258988	20	23483486	23483769	19	ensorlt00000016522	tmtops1b-201	protein_coding	32171
0.9513485353848984	5	1891821	1892058	28	ensorlt00000027239	sdhb-201	protein_coding	6654
0.9515133095268206	17	14163534	14163734	14	ensorlt00000010990	nr2f6a-201	protein_coding	8752
0.9515133095268206	22	10850343	10850672	0				
0.9515133095268206	1	1442784	1443110	9	ensorlt00000045390		protein_coding	3798
0.9515133095268206	18	13143900	13144116	20	ensorlt00000007409	nagk-201	protein_coding	3097
0.9516158594255192	4	18382219	18382611	10	ensorlt00000029227	si:dkey-211e20.10-204	protein_coding	-2700
0.9517526088155308	19	9175354	9175563	21	ensorlt00000029452	rhot2-202	protein_coding	0
0.9527188222448656	9	6766185	6766394	11	ensorlt00000003837	msh3-201	protein_coding	-5476
0.9527188222448656	13	32169256	32169474	2	ensorlt00000036418		protein_coding	-18022
0.9527188222448656	16	28063418	28063883	8	ensorlt00000020072	tnfb-201	protein_coding	0
0.9527188222448656	18	9604659	9604945	0				
0.9528322649139702	12	5053733	5053938	10	ensorlt00000035254		protein_coding	10519
0.9529182945774999	14	16484942	16485372	30	ensorlt00000045850	kcnk12l-201	protein_coding	1391
0.9534747902235052	22	27769163	27769364	0				
0.9534747902235052	7	1479807	1480096	13	ensorlt00000000761	ptpn11b-201	protein_coding	-5163
0.9534796582013454	19	8780413	8780666	20	ensorlt00000009000		protein_coding	32455
0.9537630264219491	21	26726582	26726842	13	ensorlt00000022681	zgc:91818-202	protein_coding	2034
0.9541115539982375	14	2660485	2660729	7	ensorlt00000000720	nrip1b-201	protein_coding	-3132
0.9541115539982375	6	2121635	2121851	3	ensorlt00000024821	slc6a15-201	protein_coding	-5039
0.9541115539982375	20	24233459	24233662	0				
0.954139864099002	19	148013	148408	21	ensorlt00000040341	ensorle00000232339	protein_coding	-2038
0.9541690942732478	24	1390562	1390889	11	ensorlt00000011427	tgfb3-201	protein_coding	13030
0.9543976214020023	8	20108191	20108414	16	ensorlt00000041032		protein_coding	-4683
0.9545266052410122	3	26588299	26588540	6	ensorlt00000015491	pstpip1b-201	protein_coding	39860
0.9545266052410122	22	22550154	22550455	0				
0.9545266052410122	11	16998476	16998712	7	ensorlt00000037920		protein_coding	22383
0.9545902419983188	3	26902264	26902495	9	ensorlt00000015821		protein_coding	-9349
0.954601098200302	21	3308813	3309030	0				
0.954613934290631	1	34217967	34218205	6	ensorlt00000038233		protein_coding	11010
0.9546381157744184	16	24035032	24035266	13	ensorlt00000035337	rragca-201	protein_coding	0
0.9546381157744184	4	28527175	28527377	3	ensorlt00000039134		protein_coding	45112
0.9546475338030465	13	3952250	3952467	9	ensorlt00000042700	eml2-201	protein_coding	-4430
0.9546475338030465	7	3215262	3215467	9	ensorlt00000028173	ensorle00000299156	protein_coding	19659
0.9547265025657968	18	14829753	14830054	20	ensorlt00000039727	si:ch73-335l21.1-201	protein_coding	5392
0.9549640774340754	11	10580033	10580339	6	ensorlt00000035504	sem1-201	protein_coding	68626
0.9549640774340754	9	15845953	15846262	11	ensorlt00000012804	fam172a-201	protein_coding	-57451
0.9550320631880168	3	26459531	26459826	12	ensorlt00000015429		protein_coding	7312
0.9550837725139028	23	20888676	20889125	7	ensorlt00000021140	prkcq-201	protein_coding	-4762
0.9553075722890944	18	16948525	16948755	2	ensorlt00000040990		protein_coding	96531
0.9555517625656392	23	2653604	2653842	11	ensorlt00000028596		protein_coding	-1907
0.955617057788242	7	7421408	7421722	22	ensorlt00000004488	vapb-201	protein_coding	-9840
0.9560359205857388	7	2202416	2202735	11	ensorlt00000001342	hdac7a-201	protein_coding	6592
0.9563018350873874	19	18030285	18030507	2	ensorlt00000014857	meox1-202	protein_coding	75997
0.9563018350873874	13	22056849	22057117	1	ensorlt00000014152	arap1-201	protein_coding	-82776
0.9565499896043852	17	9628660	9628866	4	ensorlt00000008164	efr3a-203	protein_coding	-38123
0.9567452207692566	18	391167	391425	14	ensorlt00000040038		protein_coding	-8170
0.9567955106387048	9	6474287	6474521	24	ensorlt00000003611	slc23a2-201	protein_coding	-725
0.9567955106387048	19	9727874	9728080	11	ensorlt00000010531	crygmxl2-201	protein_coding	-4088
0.9567955106387048	23	22972893	22973190	17	ensorlt00000021713	cnot2-203	protein_coding	-6702
0.9568498254366824	23	23867570	23867980	24	ensorlt00000043040		protein_coding	-7638
0.9569508180212168	8	6725352	6725554	20	ensorlt00000005526	si:ch211-18i17.2-201	protein_coding	-16492
0.9572449765076768	3	20951176	20951377	3	ensorlt00000009892	crispld2-201	protein_coding	83797
0.9576015176359848	8	6956781	6957026	30	ensorlt00000005738	map3k14a-201	protein_coding	-1018
0.9576282357665868	23	17671279	17671598	27	ensorlt00000038999	rad51ap1-201	protein_coding	12
0.9578824927382064	13	5362519	5363216	9	ensorlt00000003082	cxcr5-201	protein_coding	8432
0.9578824927382064	7	22724975	22725248	1	ensorlt00000019758	plxna2-201	protein_coding	26197
0.9582719163013934	7	17690618	17690826	14	ensorlt00000014366	raf1a-201	protein_coding	-9718
0.9584200050625558	15	27026431	27026667	23	ensorlt00000042033		protein_coding	783
0.9584227910647652	14	22975862	22976199	9	ensorlt00000015861	wnt11-201	protein_coding	13983
0.9584731975059418	16	22697566	22697783	9	ensorlt00000017823		protein_coding	-44213
0.9584731975059418	16	17405111	17405333	9	ensorlt00000010917	galnt1-201	protein_coding	11393
0.96007901213059	15	12640422	12640627	18	ensorlt00000003677	nfkb2-202	protein_coding	2082
0.9601075801786126	5	4076498	4076700	23	ensorlt00000036039	arhgef25b-203	protein_coding	-22436
0.9601075801786126	3	26608087	26608288	10	ensorlt00000015491	pstpip1b-201	protein_coding	20112
0.9601075801786126	8	4610842	4611511	20	ensorlt00000003232	ubtf-202	protein_coding	-3417
0.9602073804056892	6	742499	742752	7	ensorlt00000028377		protein_coding	-13455
0.9602073804056892	10	4101311	4101601	6	ensorlt00000036970	pitx2-202	protein_coding	-10454
0.9602073804056892	21	20543774	20543976	9	ensorlt00000020882	nr4a2a-201	protein_coding	-22434
0.9602073804056892	2	3933763	3934189	10	ensorlt00000033929	nab1a-201	protein_coding	8416
0.9602500781796712	6	12368939	12369147	8	ensorlt00000003680		protein_coding	-944
0.9602500781796712	13	3419760	3420068	12	ensorlt00000001658	rhbdd1-201	protein_coding	-2340
0.9609097360528709	7	25025458	25025779	6	ensorlt00000020189	sall4-201	protein_coding	14257
0.961426173825248	13	33186431	33186650	1	ensorlt00000029947	ensorle00000294310	protein_coding	-57046
0.9614543714816876	21	5498737	5499063	1	ensorlt00000012956	klf7b-201	protein_coding	-35421
0.9614543714816876	3	26637847	26638081	9	ensorlt00000015518	tspan3b-201	protein_coding	7620
0.9616629102487458	7	25017843	25018070	6	ensorlt00000020166	zfp64-201	protein_coding	-17548
0.9616997844661476	22	20372126	20372386	15	ensorlt00000043077		protein_coding	-447
0.9624738028871854	1	17190026	17190360	6	ensorlt00000008984	bnc2-201	protein_coding	9836
0.962490166622446	7	7484734	7484935	28	ensorlt00000039004	atp5f1e-201	protein_coding	765
0.9626717587981432	17	27194365	27194770	18	ensorlt00000021812	spidr-201	protein_coding	-12231
0.9626717587981432	12	26110097	26110329	0				
0.9627218554060084	14	2506696	2507020	9	ensorlt00000026047	ola-mir-99-201	mirna	-2542
0.9627218554060084	18	30143994	30144321	6	ensorlt00000039458		protein_coding	20724
0.9627218554060084	8	18080616	18080860	8	ensorlt00000040411	flii-201	protein_coding	3658
0.9627218554060084	7	4895645	4895935	24	ensorlt00000027121	myt1b-201	protein_coding	238
0.9627701088697344	8	26002989	26003431	8	ensorlt00000023939		protein_coding	26681
0.9628319247650822	15	9444178	9444396	7	ensorlt00000034309	rasgrp3-201	protein_coding	0
0.9630356914069214	6	11572399	11572717	5	ensorlt00000035260		protein_coding	81144
0.9630644976751968	5	23046607	23046941	2	ensorlt00000033295		protein_coding	33628
0.9631027932103012	5	21602135	21602417	1	ensorlt00000013718	dag1-201	protein_coding	-94268
0.9632093670662644	4	27006172	27006474	20	ensorlt00000031743	arhgap45b-201	protein_coding	-5299
0.9632435052842072	12	3562337	3562777	7	ensorlt00000027343	tbca-201	protein_coding	-19346
0.9637816193018076	18	4149048	4149356	12	ensorlt00000033622	trpc5a-201	protein_coding	35933
0.9638652592838534	6	5435843	5436418	7	ensorlt00000022916	ankrd27-202	protein_coding	13366
0.9639560052736011	19	10002127	10002498	18	ensorlt00000033539	coasy-202	protein_coding	-7491
0.9641606335407622	12	3065803	3066105	9	ensorlt00000037125	trim23-201	protein_coding	-876
0.9641705280849484	16	31079174	31079674	5	ensorlt00000020878	dgkb-202	protein_coding	16803
0.9641807326769004	12	1775835	1776043	20	ensorlt00000000991	neu3b-201	protein_coding	2878
0.9642357109046856	8	9572440	9572643	30	ensorlt00000043360	gcgra-202	protein_coding	-11677
0.9646733843494224	17	3918981	3919352	4	ensorlt00000046652	st6galnac5a-201	protein_coding	36114
0.9648963935606368	13	12911350	12911650	11	ensorlt00000007399	p2ry1-201	protein_coding	674
0.9651194079042116	8	19466411	19466647	19	ensorlt00000017750	tob2-201	protein_coding	0
0.965213791146698	5	31368183	31368656	4	ensorlt00000034251	ephb2b-203	protein_coding	-12796
0.9653886788603668	10	30087125	30087542	3	ensorlt00000045829		protein_coding	2013
0.9653886788603668	17	13419436	13419685	18	ensorlt00000046286	fam110b-202	protein_coding	-3025
0.9656379813547494	10	17402986	17403186	13	ensorlt00000006869	fabp6-201	protein_coding	6963
0.965862954920522	20	22373418	22373619	12	ensorlt00000015829	cdh7-201	protein_coding	-15341
0.9663701292887196	21	923587	923936	18	ensorlt00000042269	si:dkey-219c10.4-201	protein_coding	0
0.9663701292887196	6	4994515	4994835	12	ensorlt00000023197	lrp5-203	protein_coding	27367
0.9670797861064768	19	16001241	16001447	18	ensorlt00000030442	lzts2b-204	protein_coding	-11938
0.9670797861064768	6	3301046	3301323	5	ensorlt00000024308	asz1-201	protein_coding	0
0.9671521260823372	3	28487358	28487604	8	ensorlt00000016549	zgc:101723-201	protein_coding	41862
0.9671521260823372	12	28617491	28617711	2	ensorlt00000018879	tcf4-201	protein_coding	-65072
0.9671521260823372	23	9372339	9372640	11	ensorlt00000015155	ppp6r2a-201	protein_coding	19428
0.9671527087621344	18	21095562	21095770	11	ensorlt00000010800	clcn5b-203	protein_coding	14825
0.9671527087621344	7	29193377	29193587	5	ensorlt00000023009		protein_coding	3820
0.9671646475559696	23	4082803	4083034	3	ensorlt00000012289	slc38a4-201	protein_coding	36450
0.9672345526214791	23	8934937	8935362	7	ensorlt00000040381		protein_coding	8197
0.9672345526214791	15	12777049	12777308	17	ensorlt00000003789	apmap-201	protein_coding	-1891
0.9674874239533172	19	12627600	12627804	12	ensorlt00000039192		protein_coding	-81
0.9679077446271894	14	26473295	26473600	5	ensorlt00000026797	sc5d-201	protein_coding	39766
0.9679243732263578	6	22174009	22174504	13	ensorlt00000014949	furinb-202	protein_coding	28913
0.9687122970163968	22	23977712	23978026	1	ensorlt00000032878		protein_coding	-88124
0.9688778896738418	4	20890950	20891418	12	ensorlt00000015760	gmds-202	protein_coding	-17675
0.9689895443480164	20	17670062	17670411	22	ensorlt00000011413	usf3-201	protein_coding	5455
0.9691010344278423	17	7744938	7745149	3	ensorlt00000035149		protein_coding	51057
0.9696770298668951	13	26161529	26161731	2	ensorlt00000032520	kirrel3-204	protein_coding	-1837
0.9697148427259756	4	28306859	28307188	27	ensorlt00000042093	ensorle00000320280	protein_coding	1630
0.9703508137430704	14	2162620	2162856	19	ensorlt00000033423	ckm-201	protein_coding	12638
0.970447388903662	19	2696969	2697268	5	ensorlt00000003658	cpped1-203	protein_coding	61377
0.9704907550159816	9	9300912	9301168	8	ensorlt00000005787	elovl7a-201	protein_coding	-3332
0.9704907550159816	21	19922730	19923027	21	ensorlt00000020503	pfkla-202	protein_coding	-533
0.9705765134947172	10	19761678	19761938	16	ensorlt00000008932	dctn4-201	protein_coding	-19475
0.9707989185757177	16	29921914	29922168	1	ensorlt00000020592	znf385d-201	protein_coding	-19695
0.9713526993731252	13	6870023	6870314	9	ensorlt00000045416	ensorle00000309078	protein_coding	20143
0.9714404191136258	21	31010386	31010776	14	ensorlt00000025821	epb41l5-201	protein_coding	8979
0.9716296332330192	10	20775952	20776249	13	ensorlt00000009433	sh3tc2-201	protein_coding	13738
0.9716296332330192	8	6581352	6581579	16	ensorlt00000005312	c1ql3b-201	protein_coding	24195
0.9716296332330192	16	13641826	13642194	0				
0.9721461996278818	11	2288464	2288839	4	ensorlt00000001183		protein_coding	74494
0.972202685984478	8	1677628	1677977	4	ensorlt00000035336	rbfox3b-201	protein_coding	-8202
0.9722841681307912	11	20084662	20085001	13	ensorlt00000041486	cdca8-203	protein_coding	-4263
0.9725333681713596	14	13002769	13003085	23	ensorlt00000007011		protein_coding	9078
0.9730031530842498	13	29827152	29827372	1	ensorlt00000018542	tbx2-201	protein_coding	81624
0.9730306106217992	13	9562906	9563120	5	ensorlt00000037803	robo1-201	protein_coding	-3095
0.9732322045519541	7	2235262	2235758	10	ensorlt00000026838	ensorle00000250357	protein_coding	20796
0.9737894728411504	10	10189374	10189603	15	ensorlt00000001707	cstf2-202	protein_coding	-3250
0.9742042878931996	22	28213304	28213625	8	ensorlt00000022859	slc66a3-202	protein_coding	-1733
0.9742042878931996	14	29588587	29588894	8	ensorlt00000041944	sgcd-201	protein_coding	34846
0.9742042878931996	9	17996958	17997175	6	ensorlt00000028281	ttc28-201	protein_coding	13143
0.9742622966825149	6	27569647	27569882	10	ensorlt00000032451	tmem231-201	protein_coding	-10888
0.9745116626034972	2	21468542	21468745	12	ensorlt00000026239	ola-mir-222-201	mirna	-10891
0.9748279129432847	1	2435889	2436173	2	ensorlt00000029939	mgat5b-202	protein_coding	-65582
0.9752232618095183	17	12673596	12674189	8	ensorlt00000009350	dhx9-201	protein_coding	406
0.9752232618095183	3	2480006	2480213	8	ensorlt00000027124		protein_coding	-11876
0.9752232618095183	10	17921329	17921561	17	ensorlt00000007697	nexmifb-201	protein_coding	14149
0.9753023881189768	23	12401881	12402185	11	ensorlt00000016458	pus7l-202	protein_coding	35365
0.9753213752248444	16	31570224	31570513	27	ensorlt00000021032	psmc4-201	protein_coding	3902
0.9753213752248444	15	16459186	16459386	14	ensorlt00000005857	abcg5-201	protein_coding	5466
0.9754118397067733	15	12338690	12338910	13	ensorlt00000042865	bmpr1aa-201	protein_coding	-6955
0.9756600735689832	14	18691536	18691817	9	ensorlt00000012729	kcnip1b-202	protein_coding	-4424
0.97580817575294	15	30074022	30074410	15	ensorlt00000017718	fam204a-202	protein_coding	-17624
